title,url,video_id,upload_date,duration,duration_seconds,view_count,like_count,description,tags,category,uploader,channel_id,transcript
2023-11-10 Dashboard Drill Menu,https://www.youtube.com/watch?v=qU8zoKpMu9k,qU8zoKpMu9k,2025-01-30,01:26,86,25,0,A first look at our new dashboard drill down experience - including some potential future plans for configuration.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-17 Column Total in Spreadsheet Calcs,https://www.youtube.com/watch?v=f8KcC8VEZIY,f8KcC8VEZIY,2025-01-30,01:22,82,21,0,"Sometimes we need to stretch beyond Excel and Sheets because the BI app can be more dynamic.  Here we introduce references for column totals in calculations, allowing for percent of total even with count distincts.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-17 Seamless Dashboard Drill-down,https://www.youtube.com/watch?v=eVaNo2jbtT0,eVaNo2jbtT0,2025-01-30,06:00,360,146,0,"Soon-to-be-released dashboard drill menus to keep the full experience in the dashboard, and the groundwork for visualization drilling",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-10 Embed,https://www.youtube.com/watch?v=T8w8J60MPIY,T8w8J60MPIY,2025-01-30,02:22,142,22,0,More progress on embedded user management,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-03 Google Sheets Embed,https://www.youtube.com/watch?v=QGkx08-Qbek,QGkx08-Qbek,2025-01-30,02:22,142,271,1,Jack does a quick demo of what the dynamic embedding in Omni opens up.  Here we show an embedded Google Sheet for end-user input on dashboards.  The results are auto-pushed to BQ and joined in to other queries dynamically.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-10 Table Layout Designs,https://www.youtube.com/watch?v=KSxpayxrrhg,KSxpayxrrhg,2025-01-30,02:08,128,9,0,Some design explorations to improve table layouts with pivots.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-17 Fast Dimension Fill,https://www.youtube.com/watch?v=FVujWjuqmQ4,FVujWjuqmQ4,2025-01-30,03:30,210,4,0,More intelligent dimension fill means faster queries and fill even over thousands of rows (via recursive CTEs).  Also some bonus work on binning.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-10 New Embed Site,https://www.youtube.com/watch?v=QsIzeEsDD-E,QsIzeEsDD-E,2025-01-30,01:54,114,23,0,Some in progress designs on the new embedded analytics content for omni.co core website.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Gleam Launch,https://www.youtube.com/watch?v=jPVZtbrCqfc,jPVZtbrCqfc,2025-01-30,03:10,190,48,0,"The launch of our embedded demo.  A more full-featured flavor of the experience that can be created embedding Omni, including authentication, some nice visuals, and custom navigation controls.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Field Picker 2.0,https://www.youtube.com/watch?v=WRfMFHAS76Y,WRfMFHAS76Y,2025-01-30,07:02,422,30,0,"Some elegant new controls for simpler, more-powerful search in the workbook.

Including:
- Ability to hide/show unjoinable views in SQL
- Faceted search by field type
- Search across different layers of the data model (schma, shared, workbook)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-17  UX Odds and Ends,https://www.youtube.com/watch?v=WL0wYIZ1rG4,WL0wYIZ1rG4,2025-01-30,06:32,392,10,0,"Lots of UX clean-up throughout the app - cleaner SQL workflows; improved color picker for charts; and aligned shortcuts across the workbook and dashboard, including cache clearing",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Visualization Gridlines and Restricted Row Display,https://www.youtube.com/watch?v=Vs7nmWUhXBI,Vs7nmWUhXBI,2025-01-30,09:50,590,12,0,A pair of demos for new gridline controls as well as an early look at restricting the rows passed to the visualization (useful in period-over-period use cases or other contexts where some of the table is used for computation but not presentation).,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Query Timing Debug,https://www.youtube.com/watch?v=UevKF0U8mg8,UevKF0U8mg8,2025-01-30,04:51,291,8,0,"You can never really have too much information about performance in the system.  Here we launch a rich debugger for every step of the query, so both customers and Omni can better understand and improve speed in the app.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-17 Permission Groups,https://www.youtube.com/watch?v=O56WmKTLPMA,O56WmKTLPMA,2025-01-30,01:00,60,8,0,Better workflows for managing and permissing user groups in Omni,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Hideable Dashboard Filters,https://www.youtube.com/watch?v=M1npe3HFr_w,M1npe3HFr_w,2025-01-30,05:44,344,15,0,"More controls for dashboards, now including the ability to selectively hide a filter on the dashboard, but still apply to many tiles dynamically.  Most useful in embedded context where not all filters may be displayed to end users.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Email Login,https://www.youtube.com/watch?v=GtkISuOuCZs,GtkISuOuCZs,2025-01-30,01:08,68,5,0,A quick look at our new login flows to enrich the current login options.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Topic Permissions,https://www.youtube.com/watch?v=5dpDYqRnVXA,5dpDYqRnVXA,2025-01-30,07:02,422,7,0,New controls to allow topic-by-topic permissions in a single model.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-11-17 Point Labels on Charts,https://www.youtube.com/watch?v=40QOZknX_kQ,40QOZknX_kQ,2025-01-30,00:29,29,13,0,An early look at flexible point labeling on charts,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-15 Query Cancelling,https://www.youtube.com/watch?v=b4YHtui0ek0,b4YHtui0ek0,2025-01-30,00:16,16,4,0,Simpler query cancelling from the workbook UI,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
Calculations Example,https://www.youtube.com/watch?v=_7QUXq2Toa8,_7QUXq2Toa8,2025-01-30,01:28,88,29,0,"A brief demo of Omni's Excel-like calculations

0:00 Change from Prior Day
0:21 Has Revenue increased or decreased from prior day?
0:40 Visualization with Calcs
0:55 Rolling 7 Day Average",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-08 More Spreadsheet Formula Work,https://www.youtube.com/watch?v=OIuXfPJiRp8,OIuXfPJiRp8,2025-01-30,07:53,473,19,0,"More new spreadsheet calculations - better type handling, null handling, and lots of other UX improvements.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-08 Connection Management Redesign,https://www.youtube.com/watch?v=OIcgejUm1O4,OIcgejUm1O4,2025-01-30,00:57,57,10,0,"A redesign of our connection management to make permissioning, dbt management, and deletion simpler",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Single Tile Scheduling,https://www.youtube.com/watch?v=KrR5S05X6mo,KrR5S05X6mo,2025-01-30,02:14,134,4,0,Sometimes you don't want the whole dashboard in your inbox.  Now dashboard tiles can also be scheduled individually for specific use cases.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-08 Dashboard Performance Designs,https://www.youtube.com/watch?v=JRGTQQizzRw,JRGTQQizzRw,2025-01-30,02:54,174,36,0,Performance matters above all other features. We show some new (pretty gorgeous) designs that help admins debug dashboard performance.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-08 Quick Rollback CLI,https://www.youtube.com/watch?v=INhEUPggSKo,INhEUPggSKo,2025-01-30,04:33,273,6,0,New internal tools for quick rollbacks - making sure we can ship code quickly and minimize impact in rollbacks,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-08 SQL Viewer Permissions,https://www.youtube.com/watch?v=E-OLg-wtH8A,E-OLg-wtH8A,2025-01-30,03:55,235,5,0,"A new permission that allows viewers to see any SQL-based content, even without explicit model permissions.  New flexibility for folks that want to protect the database but still build lots of dashboards with SQL.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-15 Composed Model History,https://www.youtube.com/watch?v=6U1mD2FbCng,6U1mD2FbCng,2025-01-30,01:42,102,8,0,"Improvements to model history to understand changes more clearly at each level of the model - workbook, shared, or schema.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-01 Better Binning,https://www.youtube.com/watch?v=-GjZUEVqPH4,-GjZUEVqPH4,2025-01-30,04:46,286,10,0,Some touch up to the binning and grouping UI in Omni after some customer feedback on 1. how bins can be easier to set-up and 2. more clear bin boundaries.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-15 Databricks,https://www.youtube.com/watch?v=tvC_7EzPNIA,tvC_7EzPNIA,2025-01-30,07:01,421,11,0,The first look at our new Databricks connector live in production.  We're launching Databricks with full dialect support across the entire querying surface area.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-15 Topic Joins,https://www.youtube.com/watch?v=sbmlJQk-Wag,sbmlJQk-Wag,2025-01-30,05:43,343,22,0,"Omni tries to make joins as reusable as possible, but sometimes you just need a special join for a given topic.  Now joins can exist globally in the relationships file or inside an individual topic.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-15 Table Cleanup,https://www.youtube.com/watch?v=pTgHzO66gLA,pTgHzO66gLA,2025-01-30,01:09,69,5,0,Some polish to make table layouts cleaner,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-15 Filter Polish,https://www.youtube.com/watch?v=iYnQKWhneSA,iYnQKWhneSA,2025-01-30,01:32,92,13,0,"New polish around the filter experience, including consolidation of custom filtering for easier dynamic dates (2023-01-01 for 6 months, 2018, 8 fiscal months ago for 6 months, etc) and easier pasting of long lists from spreadsheets.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-22 Spreadsheet Functions (Keyboard Nav),https://www.youtube.com/watch?v=glq6xXSyl04,glq6xXSyl04,2025-01-30,02:14,134,19,0,"Continued work on spreadsheet functions, now with full keyboard support during formula construction so you don't need to bail out to the mouse building post-processing calculations",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-22 Embedded Demo,https://www.youtube.com/watch?v=M4pq10DwaDI,M4pq10DwaDI,2025-01-30,07:35,455,51,0,"A demo of our embedded site, a reporting service for a ecommerce retailer sharing data with their suppliers",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-15 Content Permissions,https://www.youtube.com/watch?v=JZpaQibwFL0,JZpaQibwFL0,2025-01-30,12:14,734,27,0,"The first look at our entirely new content system.  This offers the flexibility of Google Docs style permissioning - content level controls, global defaults, folders, SQL access boost, and user-specific sharing.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-22 Model Extensions,https://www.youtube.com/watch?v=65zM0OX5Qdc,65zM0OX5Qdc,2025-01-30,02:02,122,36,0,"The launch of ""extends:"" in the data model, improving code reusability and model depth",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-07 API Key Management,https://www.youtube.com/watch?v=csm45O4vlss,csm45O4vlss,2025-01-30,04:34,274,19,0,"The Omni administrative experience for API key management, a simple way to organize API users for specific use cases in Omni for better security and administration.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2023-12-15 Better Heatmaps, Flexible Visualization Labels",https://www.youtube.com/watch?v=T0UPl3kk4oM,T0UPl3kk4oM,2025-01-30,03:57,237,14,0,Couple new visualization improvements - better heatmaps and new labels on charts that can flexibly map to other series.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-15 Custom Homepage Designs,https://www.youtube.com/watch?v=8kHEgSVB9s0,8kHEgSVB9s0,2025-01-30,08:10,490,85,0,Some super flexible designs that open up curation and recommendation for relevant dashboards for every end user in Omni with lots of nice looking visuals,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-07 Cache Controls,https://www.youtube.com/watch?v=sF8d3ZtNT24,sF8d3ZtNT24,2025-01-30,06:56,416,22,0,"Fine grained controls for the caching system in Omni.  These controls are available globally, by topic, by workbook, or by query, so any permutations that matter are available in the system.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-22 More Conditional Formatting,https://www.youtube.com/watch?v=ZW6-WFdlNHY,ZW6-WFdlNHY,2025-01-30,01:32,92,18,0,Improvements to conditional formatting for layered rules,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-22 Website and Docs Improvements,https://www.youtube.com/watch?v=XN1qAUT3aLU,XN1qAUT3aLU,2025-01-30,04:07,247,16,0,A glow up for the omni.co website plus big improvements to visualization docs,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-22 Content Permissions,https://www.youtube.com/watch?v=PMQCX7YzqAk,PMQCX7YzqAk,2025-01-30,10:13,613,28,0,"More early look at content permissions, mirroring the simplicity of Google Drive for every dashboard or workbook; also a quick look at filtering on topics in all views and fields",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-22 Permission Groups,https://www.youtube.com/watch?v=FNM35N076pA,FNM35N076pA,2025-01-30,01:43,103,9,0,"More work on the permissions experience, including clear traceability at how a diverse set of permissions resolve for a given user plus a look at permission groups",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
Demo: Taking a hybrid approach to data modeling with Omni and dbt,https://www.youtube.com/watch?v=BzO3sFeojoM,BzO3sFeojoM,2025-01-30,04:22,262,22,1,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-12-22 Embedded Demo,https://www.youtube.com/watch?v=7VzCQ66kSeA,7VzCQ66kSeA,2025-01-30,06:01,361,61,0,"A demo of our embedded site, a reporting service for a ecommerce retailer sharing data with their suppliers",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-07 Content Permissions in Omni,https://www.youtube.com/watch?v=6LGWemsCzLU,6LGWemsCzLU,2025-01-30,06:57,417,23,0,"The last look at content permissions before launch, smart but flexible defaults, simple sharing, folders, etc.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-07 Chat GPT Spreadsheet Functions,https://www.youtube.com/watch?v=-TWEXNNFCiQ,-TWEXNNFCiQ,2025-01-30,07:18,438,166,2,Our chat GPT integration for spreadsheet calculations.  The huge advantage of building our calculations with syntactic parity to Excel and Sheets is the deep library of techniques for analysis on the web.  This is a first look at natural language table calculations in Omni.  Truly magical stuff.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-12 Vega Not Lite,https://www.youtube.com/watch?v=oF1taXTaBsw,oF1taXTaBsw,2025-01-30,05:23,323,33,0,"A first look at building visualizations with Vega rather than Vega lite.  While usually too complex, this opens up some options for more advanced visualizations that are not currently buildable in Vega Lite.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-19 Field Permissions,https://www.youtube.com/watch?v=fC9kPnQMdJY,fC9kPnQMdJY,2025-01-30,02:56,176,59,1,"Field level permissions for use cases where specific columns may be important to hide from some users (PII, customer data, financials, etc)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-19 Better Joins with Dynamic Schemas,https://www.youtube.com/watch?v=U_0oGm4WpVE,U_0oGm4WpVE,2025-01-30,02:15,135,19,0,"Better support in dynamic_schema use cases, to create simpler join management",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-12 Pivot Spreadsheet Calculations,https://www.youtube.com/watch?v=UMkuV9RpLnE,UMkuV9RpLnE,2025-01-30,02:38,158,45,0,"New calculations for inside pivots - easy cohorting, period-over-period, or other more complex calculations over pivoted data sets",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-12 Better Dashboard Filter Mapping,https://www.youtube.com/watch?v=IvKF-eIsLHw,IvKF-eIsLHw,2025-01-30,03:11,191,29,0,"A renovation of our filter selection on dashboards, curating the experience to active topics making organization cleaner and simpler",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-19  Pivot Spreadsheet Functions,https://www.youtube.com/watch?v=HZ1FMswT9oQ,HZ1FMswT9oQ,2025-01-30,05:32,332,40,0,The launch of calculations for pivoted queries - interleaved metrics inside pivots (like cohorts) or metrics outisde the pivot (like totals or aggregates over a cohort),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-12 Embedding in Safari,https://www.youtube.com/watch?v=CdQXVTQGUyM,CdQXVTQGUyM,2025-01-30,03:41,221,20,0,"Embedded support for safari, handling more restrictive cookieing in the browser",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-12 bind_all_filters,https://www.youtube.com/watch?v=CQbrVG13bNs,CQbrVG13bNs,2025-01-30,05:37,337,32,0,"The release of `bind_all_filters` that allow for subqueries and fact tables that listen to filters inside a query, handy for more dynamic SQL compiliation at multiple levels in the query",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-19 Better Content Validation and Change Management,https://www.youtube.com/watch?v=99afsAfmveI,99afsAfmveI,2025-01-30,02:57,177,45,0,Improvements to the content validator to make sure database changes or structural model changes can flow through living dashboards well without disruption,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-12 Free Text Spreadsheeting,https://www.youtube.com/watch?v=5zjQrUOpsvg,5zjQrUOpsvg,2025-01-30,11:38,698,177,0,"Have you ever wanted to just add text to each rows by hand in the BI tool?

Now you can.  

A new spreadsheet interaction for adding free text.  We need to open up more and more possibilities for these, but simple annotations, re-aggregation of hand grouping, or just quick classifications are all now possible directly in the table.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-26 Event Tracking,https://www.youtube.com/watch?v=sE12APyHhD0,sE12APyHhD0,2025-01-30,06:04,364,2,0,"The building blocks for event collection in app, which will allow sharing more granular usage data with customers.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-19 Bulk CSV Scheduling,https://www.youtube.com/watch?v=lI1rYRDKIwo,lI1rYRDKIwo,2025-01-30,02:09,129,16,0,Batch CSV scheduling and downloading for simpler bulk data delivery,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-26 Spreadsheet Date Math,https://www.youtube.com/watch?v=etxFNqQ7Y0k,etxFNqQ7Y0k,2025-01-30,02:59,179,30,1,"Date math!  Dealing with time math in the database is brutal.  For of the pain with numeric dates in Excel, they are trivial to work with - easy addition and subtraction, they just work.  Now Omni users get that same delight.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
Orders Overview CSV Schedule,https://www.youtube.com/watch?v=da-RnxJeT90,da-RnxJeT90,2025-01-30,00:29,29,13,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-26 dbt Connectivity Improvements,https://www.youtube.com/watch?v=dV4GKc8nPoM,dV4GKc8nPoM,2025-01-30,03:32,212,28,0,"More development on the dbt configuration with Omni, continuing to make dbt and Omni link together seamlessly",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024 -01-26 Filtered Dashboard Email and Scheduling,https://www.youtube.com/watch?v=Ywe_ViC3-QE,Ywe_ViC3-QE,2025-01-30,03:29,209,32,0,Filtered dashboard emailing - sometime you need to send the same dashboard with different filters to tens or hundreds of users.  Now you can.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-26 Spreadsheet Pivot Calcs,https://www.youtube.com/watch?v=VqxkTxUDHtA,VqxkTxUDHtA,2025-01-30,04:27,267,36,0,"We're continuing to make progress on pivoted spreadsheet calculations - inside and outisde pivots, relative references, and full row math.  Huge step forward for flexible cohorting.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-26 Dashboard Auto-Refresh + More,https://www.youtube.com/watch?v=EJaObC4KAk0,EJaObC4KAk0,2025-01-30,03:05,185,14,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-19 Dashboard Sharing and Discovery,https://www.youtube.com/watch?v=4govhkAaPHs,4govhkAaPHs,2025-01-30,08:18,498,19,0,Another deep dive into our about-to-launch content organization system including simple sharing workflows and flexible access management for hybrid SQL/model use cases,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-01-19 Multiple access_filters,https://www.youtube.com/watch?v=-2aUcF2QeZc,-2aUcF2QeZc,2025-01-30,00:57,57,3,0,"Support for multiple access_filters in topic and field permissions, often useful for manager views across many direct reports, or multi-region owners, or admin views in tightly permissioned use cases",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-02 Model Pushdown for Spreadsheet Calcs,https://www.youtube.com/watch?v=xIO_JCtT69o,xIO_JCtT69o,2025-01-30,05:33,333,73,0,Model pushdown for spreadsheet formulas.  We've been blown away at how much spreadsheet UX has opened up data modeling.  Soon you can save a reuse those calculations anywhere.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-02 Better Dashboard Filtering and Sorting,https://www.youtube.com/watch?v=t10sKtgWlxQ,t10sKtgWlxQ,2025-01-30,02:29,149,24,0,Lots of nice polish - More seamless dashboard interactivity (no more flashing on sort),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
